gvkey,conm,tic,cusip,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
004920,K-H CORP,KH.1,482461100,C,03,LC,21522,23077,19861201,19861222
004920,K-H CORP,KH.1,482461100,P,03,LC,21522,23077,19620131,19861130
004920,K-H CORP,KH.1,482461100,C,00X,LC,21522,23077,19501230,19620130
004937,GAC CORP,GAC.2,361364102,P,01,LU,25515,23340,19620131,19751209
004940,G-I HOLDINGS INC,5876C,36172F938,P,02,LC,41953,24578,19650510,19890329
004945,GDV INC,GDVI.1,361578107,P,01,LU,32141,5240,19650129,19830831
004951,GK TECHNOLOGIES INC,GK.,361765100,P,01,LU,16598,22702,19620131,19810529
004951,GK TECHNOLOGIES INC,GK.,361765100,C,00X,LU,16598,22702,19500101,19620130
004961,GTE CORP,GTE.1,362320103,P,01,LU,21004,20776,19620131,20000731
004961,GTE CORP,GTE.1,362320103,C,00X,LU,21004,20776,19500101,19620130
004973,ARTHUR J GALLAGHER & CO,AJG,363576109,P,01,LU,38093,7094,19840620,E
004979,GAMBLE-SKOGMO,WIX1,364640003,P,01,LU,23800,23238,19620131,19800731
004979,GAMBLE-SKOGMO,WIX1,364640003,C,00X,LU,23800,23238,19500101,19620130
004988,TEGNA INC,TGNA,87901J105,P,01,LC,47941,20782,19690310,E
004990,GAP INC,GPS,364760108,P,01,LU,59010,1892,19760520,E
004995,GARDNER-DENVER CO,GDC.2,365550102,P,01,LU,22007,23115,19620131,19790430
004995,GARDNER-DENVER CO,GDC.2,365550102,C,00X,LU,22007,23115,19500101,19620130
005020,GENENTECH INC,DNA,368710406,P,04,LC,87031,1928,19990720,20090326
005020,GENENTECH INC,DNA,368710406,P,02,LC,38280,1928,19951026,19990616
005020,GENENTECH INC,DNA,368710406,C,01,LC,38280,1928,19900901,19900909
005020,GENENTECH INC,DNA,368710406,P,01,LC,38280,1928,19801014,19900831
005025,GENERAL AMERICAN OIL CO-TX,GAO,368820106,P,01,LU,26120,23385,19620131,19830228
005038,HARCOURT GENERAL INC,H.2,41163G101,P,01,LU,40838,20789,19640709,20010731
005046,GENERAL DYNAMICS CORP,GD,369550108,P,01,LC,12052,20791,19620131,E
005046,GENERAL DYNAMICS CORP,GD,369550108,C,00X,LC,12052,20791,19540101,19620130
005047,GENERAL ELECTRIC CO,GE,369604103,P,01,LC,12060,20792,19620131,E
005047,GENERAL ELECTRIC CO,GE,369604103,C,00X,LC,12060,20792,19500101,19620130
005055,GENERAL FOODS CORP,MO1,369856000,P,01,LU,16109,22660,19620131,19851101
005055,GENERAL FOODS CORP,MO1,369856000,C,00X,LU,16109,22660,19500401,19620130
005060,GENERAL HOST CORP,GH.2,370064107,P,01,LU,19174,20795,19620228,19980130
005060,GENERAL HOST CORP,GH.2,370064107,C,00X,LU,19174,20795,19500101,19620227
005063,GENERAL INSTRUMENT CORP,GIC.3,370120107,C,01,LU,77644,20797,19920610,20000105
005063,GENERAL INSTRUMENT CORP,GIC.3,370120107,C,01,LU,23253,20797,19620131,19900822
005063,GENERAL INSTRUMENT CORP,GIC.3,370120107,C,00X,LU,23253,20797,19500301,19620130
005071,GENERAL MILLS INC,GIS,370334104,P,01,LC,17144,20798,19620131,E
005071,GENERAL MILLS INC,GIS,370334104,C,00X,LC,17144,20798,19500601,19620130
005073,GENERAL MOTORS CO,GM,37045V100,P,19,LC,12369,53554,20101118,E
005073,GENERAL MOTORS CO,GM,37045V100,P,01,LC,12079,20799,19620131,20090601
005073,GENERAL MOTORS CO,GM,37045V100,C,00X,LC,12079,20799,19500101,19620130
005074,ELECTRONIC DATA SYSTEMS CORP,EDS.,285661104,P,01,LC,83596,31660,19960610,20080825
005074,ELECTRONIC DATA SYSTEMS CORP,EDS.,285661104,P,01,LC,66931,20799,19841019,19960609
005074,ELECTRONIC DATA SYSTEMS CORP,EDS.,285661104,P,01,LC,52070,25225,19710303,19841018
005077,GENERAL PORTLAND INC,LAF1,370514002,P,01,LU,23464,23213,19620131,19811123
005077,GENERAL PORTLAND INC,LAF1,370514002,C,00X,LU,23464,23213,19500101,19620130
005079,GPU INC,GPU.,36225X100,P,01,LU,22541,20802,19620131,20011130
005079,GPU INC,GPU.,36225X100,C,00X,LU,22541,20802,19520101,19620130
005080,GENERAL RE CORP,GRN.1,370563108,P,01,LU,62252,20803,19721214,19981231
005087,SPX CORP,SPXC,784635104,P,01,LU,55212,21548,19981007,E
005087,SPX CORP,SPXC,784635104,P,01,LU,12095,20804,19620131,19981006
005087,SPX CORP,SPXC,784635104,C,00X,LU,12095,20804,19500101,19620130
005088,GENERAL STEEL INDS,GSI.2,370856106,P,01,LU,25902,23370,19620131,19820331
005109,GENESCO INC,GCO,371532102,P,01,LU,21055,20805,19620131,E
005109,GENESCO INC,GCO,371532102,C,00X,LU,21055,20805,19491101,19620130
005125,GENUINE PARTS CO,GPC,372460105,P,01,LU,46674,20807,19680820,E
005134,GEORGIA-PACIFIC CORP,GP.1,373298108,P,01,LU,23915,20809,19620131,20051230
005134,GEORGIA-PACIFIC CORP,GP.1,373298108,C,00X,LC,23915,20809,19500101,19620130
005141,GERBER PRODUCTS CO,GEB.1,373712108,P,01,LC,25910,20811,19620131,19940825
005148,GETTY OIL CO,GET.2,374280105,P,01,LU,19414,22919,19630329,19840229
005148,GETTY OIL CO,GET.2,374280105,C,00X,LU,19414,22919,19500101,19630328
005151,GIANT FOOD INC  -CL A,GFS.A,374478105,P,01,LU,32205,20814,19620702,19981130
005163,GIDDINGS & LEWIS INC,GID.,375046109,P,01,LU,44505,26023,19670601,19820730
005169,GILLETTE CO,G.1,375766102,P,01,LC,16424,20818,19620131,20050930
005169,GILLETTE CO,G.1,375766102,C,00X,LC,16424,20818,19500101,19620130
005171,GIMBEL BROTHERS INC,2003A,376100004,P,01,LC,12124,22329,19730131,19730731
005172,GINO'S INC,GNO.1,376109104,P,01,LU,49920,25098,19700130,19820226
005187,GLOBALSANTAFE CORP,GSF.2,G3930E101,P,02,LC,85080,32017,20011121,20071126
005187,GLOBALSANTAFE CORP,GSF.2,G3930E101,P,02,LC,45428,20826,19671129,20011120
005211,MIRAGE RESORTS INC,MIR.1,60462E104,C,01,LU,60441,20830,19780815,20000630
005216,GOLDEN WEST FINANCIAL CORP,GDW,381317106,C,01,LU,53479,20831,19750228,20060929
005229,GOODRICH CORP,GR,382388106,P,01,LU,12140,20833,19620131,20120731
005229,GOODRICH CORP,GR,382388106,C,00X,LU,12140,20833,19500101,19620130
005234,GOODYEAR TIRE & RUBBER CO,GT,382550101,P,01,LU,16432,20834,19620131,E
005234,GOODYEAR TIRE & RUBBER CO,GT,382550101,C,00X,LU,16432,20834,19500101,19620130
005245,GOULD INC,GLD.3,383492105,P,01,LU,22568,23150,19620131,19881130
005245,GOULD INC,GLD.3,383492105,C,00X,LU,22568,23150,19500501,19620130
005250,GRACE (W R) & CO,GRA,38388F108,P,01,LC,85908,34684,19980408,E
005250,GRACE (W R) & CO,GRA,38388F108,P,01,LC,83988,31735,19961001,19980331
005250,GRACE (W R) & CO,GRA,38388F108,P,01,LC,25005,20840,19620131,19960927
005250,GRACE (W R) & CO,GRA,38388F108,C,00X,LC,25005,20840,19530227,19620130
005256,GRAINGER (W W) INC,GWW,384802104,P,01,LU,52695,20841,19710623,E
005261,GRAND UNION CO  -OLD,GUX,386532105,P,01,LU,12167,22333,19620131,19770729
005261,GRAND UNION CO  -OLD,GUX,386532105,C,00X,LU,12167,22333,19500301,19620130
005270,GRANT (W.T.) CO,GTY.1,387604101,P,01,LU,16969,22733,19620131,19750930
005270,GRANT (W.T.) CO,GTY.1,387604101,C,00X,LU,16969,22733,19500201,19620130
005301,GREAT ATLANTIC & PAC TEA CO,GAPTQ,390064103,P,01,LC,26657,20844,19620131,20101210
005306,GREAT LAKES CHEMICAL CORP,GLK.1,390568103,P,01,LC,32379,20845,19660131,20050729
005306,GREAT LAKES CHEMICAL CORP,GLK.1,390568103,C,00X,LC,32379,20845,19620702,19660130
005314,GREAT NORTHERN NEKOOSA CORP,GNN,391090107,P,01,LC,25160,20847,19620131,19900626
005314,GREAT NORTHERN NEKOOSA CORP,GNN,391090107,C,00X,LC,25160,20847,19531109,19620130
005321,GREAT WESTERN FINANCIAL,GWF.,391442100,P,01,LC,27115,20848,19650129,19970701
005321,GREAT WESTERN FINANCIAL,GWF.,391442100,C,00X,LC,27115,20848,19650101,19650128
005328,GREEN GIANT CO,GG.1,393046107,P,01,LU,43609,24699,19660801,19790309
005331,CONSECO FINANCE CORP,3CNCEQ1,20847Q008,P,01,LC,67571,5955,19830504,19980630
005342,MONEYGRAM INTERNATIONAL INC,MGI,60935Y208,P,01,LC,90213,45286,20040701,E
005342,MONEYGRAM INTERNATIONAL INC,MGI,60935Y208,P,01,LC,19721,20851,19620131,20040630
005342,MONEYGRAM INTERNATIONAL INC,MGI,60935Y208,C,00X,LC,19721,20851,19500101,19620130
005349,GROLIER INC,6050B,398784108,P,01,LU,42075,24588,19650609,19880531
005361,GRUMMAN CORP,GQ.1,400181103,P,01,LU,21274,20855,19620131,19940415
005361,GRUMMAN CORP,GQ.1,400181103,C,00X,LU,21274,20855,19500101,19620130
005378,PARAMOUNT COMMUNICATIONS INC,PCI.3,699216107,P,01,LU,32475,20859,19620702,19940729
005382,GULF CORP,GO.1,402237101,P,01,LU,21768,23101,19620131,19840629
005382,GULF CORP,GO.1,402237101,C,00X,LU,21768,23101,19500101,19620130
005399,HBO & CO,HBOC.1,404100109,P,01,LU,40484,2097,19810731,19990129
005439,HALLIBURTON CO,HAL,406216101,P,01,LU,23819,20868,19620131,E
005439,HALLIBURTON CO,HAL,406216101,C,00X,LU,23819,20868,19500101,19620130
005458,HANDLEMAN CO,HDLM,410252100,P,01,LC,39765,20875,19631112,20080324
005462,HANES CORP,HNS,410342109,P,01,LU,43203,24667,19660512,19790131
005468,HARCOURT BRACE JOVANOVICH,HBJ,411631104,P,01,LU,27924,20879,19620131,19911129
005476,HARLAND (JOHN H.) CO,JH,412693103,P,01,LU,50905,20880,19700714,20070531
005492,HARRIS CORP,HRS,413875105,P,01,LC,25582,20883,19620131,E
005501,SHAWMUT NATIONAL CORP,SNC.1,820484103,C,01,LU,41081,2171,19721214,19951229
005505,HARTMARX CORP,HTMXQ,417119104,P,01,LC,22250,20885,19620131,20081125
005518,HASBRO INC,HAS,418056107,P,01,LU,52978,20887,19710811,E
005543,WELLTOWER INC,HCN,95040Q104,P,01,LC,65947,2105,19780217,E
005563,HEILEMAN (G) BREWING  -OLD,GHB,422884106,P,01,LU,56864,25542,19730523,19880331
005568,KRAFT HEINZ CO,KHC,500754106,C,01,LC,23077,20900,20130601,20130610
005568,KRAFT HEINZ CO,KHC,500754106,P,01,LC,23077,20900,19620131,20130531
005568,KRAFT HEINZ CO,KHC,500754106,C,00X,LC,23077,20900,19500501,19620130
005568,KRAFT HEINZ CO,KHC,500754106,P,04,LC,15408,55296,20150706,E
005574,HELENE CURTIS INDS,HC.,423236108,P,01,LC,27879,20901,19620131,19960318
005581,HELMERICH & PAYNE,HP,423452101,P,01,LU,32707,20902,19620702,E
005589,HERCULES INC,HPC,427056106,P,01,LU,18016,20904,19620131,20081128
005589,HERCULES INC,HPC,427056106,C,00X,LU,18016,20904,19500101,19620130
005597,HERSHEY CO,HSY,427866108,P,01,LC,16600,20906,19620131,E
005597,HERSHEY CO,HSY,427866108,C,00X,LC,16600,20906,19500101,19620130
005605,HEUBLEIN INC,HBL,428182109,P,01,LU,38324,24306,19620709,19821029
005606,HP INC,HPQ,40434L105,P,01,LC,27828,20908,19620131,E
005643,HILTON WORLDWIDE HOLDINGS,HLT,43300A203,P,01,LC,23309,20915,19620131,20071024
005643,HILTON WORLDWIDE HOLDINGS,HLT,43300A203,C,00X,LC,23309,20915,19500101,19620130
005643,HILTON WORLDWIDE HOLDINGS,HLT,43300A203,P,04,LC,14338,54672,20131212,E
005654,HOBART CORP,HOB,433728102,P,01,LU,41478,24537,19650122,19810331
005657,HOERNER WALDORF CORP,HWC,434398103,P,01,LU,41160,24517,19640929,19770228
005662,HOLIDAY CORP,HIA.1,435071105,P,01,LU,39669,20921,19630930,19900228
005669,HOLLY SUGAR CORP,HLYS.1,436092100,P,01,LU,19887,9679,19620131,19880426
005669,HOLLY SUGAR CORP,HLYS.1,436092100,C,00X,LU,19887,9679,19500401,19620130
005680,HOME DEPOT INC,HD,437076102,P,01,LC,66181,5085,19810922,E
005686,HOMESTAKE MINING,HM,437614100,P,01,LU,12319,20926,19620131,20011231
005686,HOMESTAKE MINING,HM,437614100,C,00X,LU,12319,20926,19500101,19620130
005693,HONEYWELL INC,HON.Z,438506107,P,01,LU,18374,20928,19620131,19991231
005693,HONEYWELL INC,HON.Z,438506107,C,00X,LU,18374,20928,19500101,19620130
005709,HORMEL FOODS CORP,HRL,440452100,P,01,LU,32870,20932,19620702,E
005718,HCA HOSP CP OF AMER  -CL A,HCA.1,404120107,P,02,LU,77370,28905,19920227,19940210
005718,HCA HOSP CP OF AMER  -CL A,HCA.1,404120107,P,01,LC,51561,25191,19820129,19890316
005723,STARWOOD HOTELS&RESORTS WRLD,HOT,85590A401,P,01,LC,91207,20935,20060410,20160922
005723,STARWOOD HOTELS&RESORTS WRLD,HOT,85590A401,P,01,LC,54690,20935,19720503,20060407
005735,HSBC FINANCE CORP,HBC1,404280000,C,01,LC,20124,20938,19620131,20030328
005735,HSBC FINANCE CORP,HBC1,404280000,C,00X,LC,20124,20938,19500101,19620130
005742,CENTERPOINT ENERGY INC,CNP,15189T107,P,01,LU,21792,20939,19620131,E
005742,CENTERPOINT ENERGY INC,CNP,15189T107,C,00X,LU,21792,20939,19510101,19620130
005744,HOUSTON PIPE LINE CO,ENRNQ1,44299Y004,P,01,LC,46391,24879,19680621,19850716
005745,HOUSTON OIL & MINERALS CORP,HOI,442281101,P,01,LU,55685,25457,19721010,19810430
005754,HOWARD JOHNSON CO,HJ,442672101,P,01,LU,38455,24317,19620827,19800630
005762,HOWMET CORP,HW.1,443204102,P,01,LU,12343,22349,19620228,19750731
005762,HOWMET CORP,HW.1,443204102,C,00X,LU,12343,22349,19500101,19620227
005767,HUDSON BAY MINING & SMELTING,7606B,443654405,C,01,LC,20896,23033,19620131,19830705
005767,HUDSON BAY MINING & SMELTING,7606B,443654405,C,00X,LC,20896,23033,19500101,19620130
005775,HUGHES TOOL CO,HT.,444492102,P,01,LU,56485,25522,19721222,19870430
005776,GALEN HEALTH CARE INC,GHC.1,363233107,P,01,LC,79041,29781,19930219,19930930
005776,GALEN HEALTH CARE INC,GHC.1,363233107,P,01,LC,48653,20950,19690702,19831229
005781,HUNT INTL RESOURCES CORP,HI.1,445628100,P,01,LC,60185,25643,19780419,19790928
005781,HUNT INTL RESOURCES CORP,HI.1,445628100,P,01,LC,45620,24835,19680116,19780221
005781,HUNT INTL RESOURCES CORP,HI.1,445628100,P,01,LC,12191,22336,19620131,19680115
005781,HUNT INTL RESOURCES CORP,HI.1,445628100,C,00X,LC,12191,22336,19610301,19620130
005783,HUNT (JB) TRANSPRT SVCS INC,JBHT,445658107,P,01,LU,42877,6606,19831122,E
005786,HUNTINGTON BANCSHARES,HBAN,446150104,P,01,LU,42906,2093,19721214,E
005816,HYSTER CO,HYST,449168103,P,01,LU,43132,2247,19721214,19840229
005824,PEPSIAMERICAS INC,PAS,71343P200,P,01,LC,38973,20953,19630325,20100226
005842,I M S INTERNATIONAL INC,IMSI.,449700103,P,01,LU,43298,2339,19721214,19880531
005843,INA CORP,INA.1,449744101,P,01,LU,33056,23895,19710129,19820430
005843,INA CORP,INA.1,449744101,C,00X,LC,33056,23895,19710101,19710128
005848,IBP INC,IBP.1,449223106,C,01,LC,75227,20951,19871001,20010928
005848,IBP INC,IBP.1,449223106,C,01,LC,46252,24869,19680515,19810812
005856,I-T-E IMPERIAL CORP,ITE.,450420104,P,01,LC,26155,23388,19670131,19760430
005856,I-T-E IMPERIAL CORP,ITE.,450420104,C,00X,LC,26155,23388,19670101,19670130
005860,ITT INC,ITT,45073V108,P,01,LC,12570,20964,19620131,E
005860,ITT INC,ITT,45073V108,C,00X,LC,12570,20964,19500101,19620130
005870,IDACORP INC,IDA,451107106,P,01,LU,21928,20965,19620131,E
005870,IDACORP INC,IDA,451107106,C,00X,LU,21928,20965,19510101,19620130
005871,IDEAL BASIC INDUSTRIES INC,IDL.1,451542104,P,01,LU,26286,20966,19620131,19900308
005872,IDEAL TOY CORP,ID.1,451650105,P,01,LU,48434,25003,19690528,19820730
005877,ILLINOVA CORP,ILN,452317100,P,01,LU,23720,20967,19620131,20000229
005877,ILLINOVA CORP,ILN,452317100,C,00X,LC,23720,20967,19510101,19620130
005878,ILLINOIS TOOL WORKS,ITW,452308109,P,01,LU,56573,20968,19730313,E
005885,IMMUNEX CORP,IMNX,452528102,P,01,LU,43610,6125,19830701,20020731
005895,IMPERIAL CORP OF AMERICA,ICA.,452722101,P,01,LC,27000,20971,19660131,19900515
005905,INCO LTD,INCLF,453258402,J,02,LC,83824,20973,19980227,20001214
005905,INCO LTD,INCLF,453258402,P,01,LC,12546,20973,19620131,20061116
005959,INGERSOLL-RAND PLC,IR,G47791101,P,01,LC,12431,20977,19620131,E
005959,INGERSOLL-RAND PLC,IR,G47791101,C,00X,LC,12431,20977,19500101,19620130
005964,INGREDIENT TECHNOLOGY CORP,ITC.1,457186104,P,01,LU,22920,23177,19620131,19880630
005964,INGREDIENT TECHNOLOGY CORP,ITC.1,457186104,C,00X,LU,22920,23177,19490701,19620130
005966,INLAND CONTAINER CORP,IN.4,457326304,P,01,LU,56098,25492,19721212,19781130
005968,RYERSON HOLDING CORP,RYI,783754104,P,03,LC,14855,54985,20140808,E
005968,RYERSON HOLDING CORP,RYI,783754104,P,01,LC,12458,20978,19620131,20071018
005968,RYERSON HOLDING CORP,RYI,783754104,C,00X,LC,12458,20978,19500101,19620130
005979,INSPIRATION CONS COPPER CO,9177A,457686004,P,01,LU,12466,22358,19620131,19780731
005979,INSPIRATION CONS COPPER CO,9177A,457686004,C,00X,LU,12466,22358,19500101,19620130
006008,INTEL CORP,INTC,458140100,P,01,LU,59328,2367,19721214,E
006025,FURNITURE BRANDS INTL INC,FBNIQ,360921209,P,01,LU,77855,20987,19920629,20140731
006025,FURNITURE BRANDS INTL INC,FBNIQ,360921209,P,01,LU,18278,20987,19620131,19920626
006025,FURNITURE BRANDS INTL INC,FBNIQ,360921209,C,00X,LU,18278,20987,19491201,19620130
006036,INTERGRAPH CORP,INGR.,458683109,P,01,LC,44792,2356,19810407,20061129
006038,INTERLAKE CORP,IK,458702107,P,01,LU,15747,20988,19620131,19990226
006038,INTERLAKE CORP,IK,458702107,C,00X,LU,15747,20988,19500101,19620130
006058,INTERFIRST CORP,IFC.1,458916103,P,01,LU,56805,1721,19730511,19870630
006066,INTL BUSINESS MACHINES CORP,IBM,459200101,P,01,LC,12490,20990,19620131,E
006066,INTL BUSINESS MACHINES CORP,IBM,459200101,C,00X,LC,12490,20990,19500101,19620130
006078,INTL FLAVORS & FRAGRANCES,IFF,459506101,P,01,LU,40272,20991,19640302,E
006081,NAVISTAR INTERNATIONAL CORP,NAV,63934E108,P,01,LC,12503,21265,20080630,E
006081,NAVISTAR INTERNATIONAL CORP,NAV,63934E108,P,01,LC,12503,21265,19620131,20070213
006096,MALLINCKRODT INC,MKG,561232109,P,01,LU,12511,20992,19620131,20001031
006096,MALLINCKRODT INC,MKG,561232109,C,00X,LU,12511,20992,19490701,19620130
006097,INTL GAME TECHNOLOGY,IGT.1,459902102,P,01,LC,45277,5132,19811022,20150406
006104,INTL PAPER CO,IP,460146103,P,01,LC,21573,20994,19620131,E
006104,INTL PAPER CO,IP,460146103,C,00X,LC,21573,20994,19500101,19620130
006127,ENRON CORP,ENRNQ,293561106,P,01,LC,23317,20654,19620131,20020111
006127,ENRON CORP,ENRNQ,293561106,C,00X,LC,23317,20654,19620101,19620130
006136,INTERPUBLIC GROUP OF COS,IPG,460690100,P,01,LU,53065,20997,19710823,E
006178,IPALCO ENTERPRISES INC,AES4,462613001,P,01,LC,21370,21004,19620131,20010327
006178,IPALCO ENTERPRISES INC,AES4,462613001,C,00X,LC,21370,21004,19510101,19620130
006216,JACOBS ENGINEERING GROUP INC,JEC,469814107,P,01,LU,52329,21011,19710427,E
006223,EMCOR GROUP INC,EME,29084Q100,C,01,LU,82694,14268,19951228,E
006223,EMCOR GROUP INC,EME,29084Q100,C,01,LU,46288,2482,19760130,19931008
006223,EMCOR GROUP INC,EME,29084Q100,C,00X,LU,46288,2482,19740101,19760129
006226,FORT JAMES CORP,FJ,347471104,P,01,LC,61583,2471,19730326,20001127
006241,JEFFERSON-PILOT CORP,JP.1,475070108,C,99X,LC,48485,21015,20060401,20060428
006241,JEFFERSON-PILOT CORP,JP.1,475070108,P,01,LC,48485,21015,19690609,20060331
006251,JERRICO INC,JERR,476502109,P,01,LC,46544,2448,19721214,19900518
006260,JEWEL COS INC,JWL.,477196109,P,01,LU,12626,22369,19620131,19841130
006260,JEWEL COS INC,JWL.,477196109,C,00X,LC,12626,22369,19500201,19620130
006266,JOHNSON & JOHNSON,JNJ,478160104,P,01,LC,22111,21018,19620131,E
006268,JOHNSON CONTROLS INTL PLC,JCI,G51502105,P,01,LC,45356,21791,20160903,E
006268,JOHNSON CONTROLS INTL PLC,JCI,G51502105,P,01,LC,42534,21019,19651011,20160902
006276,JONATHAN LOGAN INC,JOL.,479898108,P,01,LU,27174,23458,19620131,19841031
006288,JOSTENS INC,JOSEA,481088300,C,01,LU,42104,21025,19650616,20000510
006291,JOY TECHNOLOGIES INC  -CL A,JOY.1,481206100,C,02,LU,77122,28293,19911115,19941130
006291,JOY TECHNOLOGIES INC  -CL A,JOY.1,481206100,C,02,LU,21557,23080,19620131,19870624
006291,JOY TECHNOLOGIES INC  -CL A,JOY.1,481206100,C,00X,LU,21557,23080,19491001,19620130
006304,KLA-TENCOR CORP,KLAC,482480100,P,01,LU,46886,2551,19801008,E
006307,SEARS HOLDINGS CORP,SHLD,812350106,P,03,LC,89757,44118,20030610,E
006307,SEARS HOLDINGS CORP,SHLD,812350106,P,01,LC,12749,21028,19620131,20021218
006307,SEARS HOLDINGS CORP,SHLD,812350106,C,00X,LC,12749,21028,19500101,19620130
006310,KINDER MORGAN INC,KMI,49456B101,P,01,LC,51596,21029,19701124,20070530
006310,KINDER MORGAN INC,KMI,49456B101,P,04,LC,12558,53667,20110211,E
006318,KAISERTECH LTD,5854A,483102000,P,01,LC,24635,23285,19620131,19881028
006318,KAISERTECH LTD,5854A,483102000,C,00X,LC,24635,23285,19510514,19620130
006319,KAISER CEMENT CORP,KCC.1,483044103,P,01,LU,28433,23541,19620312,19870331
006335,KANSAS CITY SOUTHERN,KSU,485170302,P,01,LC,12650,21033,19630131,E
006335,KANSAS CITY SOUTHERN,KSU,485170302,C,00X,LC,12650,21033,19630101,19630130
006351,SUNAMERICA INC,SAI.1,866930100,P,01,LU,33312,21038,19620702,19981231
006361,KAYSER-ROTH CORP,KYR.1,486638109,P,01,LC,12669,22372,19620131,19750930
006361,KAYSER-ROTH CORP,KYR.1,486638109,C,00X,LC,12669,22372,19560701,19620130
006367,KEEBLER CO,KBR.1,487242109,P,01,LU,16619,22704,19620131,19740430
006367,KEEBLER CO,KBR.1,487242109,C,00X,LU,16619,22704,19500101,19620130
006375,KELLOGG CO,K,487836108,P,01,LU,26825,21041,19620131,E
006381,KELSEY HAYES CO-OLD,KW.,48899Y108,P,01,LU,16280,22677,19620131,19731031
006381,KELSEY HAYES CO-OLD,KW.,48899Y108,C,00X,LU,16280,22677,19500101,19620130
006387,KENNECOTT CORP,KN.1,489314104,P,01,LU,12706,22375,19620131,19810630
006387,KENNECOTT CORP,KN.1,489314104,C,00X,LC,12706,22375,19500101,19620130
006394,KENTUCKY FRIED CHICKEN-DEL,KFC.,491294104,P,01,LU,47482,24943,19690116,19710630
006403,KERR-MCGEE CORP,KMG.1,492386107,P,01,LC,25769,21049,19620131,20060810
006435,KIMBERLY-CLARK CORP,KMB,494368103,P,01,LC,17750,21055,19620131,E
006435,KIMBERLY-CLARK CORP,KMB,494368103,C,00X,LC,17750,21055,19500501,19620130
006450,KING WORLD PRODUCTIONS INC,KWP,495667107,P,01,LU,89392,7327,19841205,19991130
006475,KNIGHT-RIDDER INC,KRI,499040103,P,01,LC,48960,21061,19690814,20060630
006486,KOEHRING CO,KOE.,500170105,P,01,LU,40790,24487,19640630,19800930
006495,KOPPERS CO,KOP.1,500602107,P,01,LU,22170,23123,19620131,19881114
006495,KOPPERS CO,KOP.1,500602107,C,00X,LU,22170,23123,19500101,19620130
006502,KROGER CO,KR,501044101,P,01,LC,16678,21068,19620131,E
006502,KROGER CO,KR,501044101,C,00X,LC,16678,21068,19500101,19620130
006523,VALHI INC-OLD,VHI.1,91899Y108,P,01,LC,45225,21854,19671023,19850130
006529,LSI CORP,LSI.1,502161102,P,01,LC,48267,5995,19830513,20140506
006531,LTV CORP,LTVCQ,501921100,P,01,LU,79335,21073,19930730,20001228
006531,LTV CORP,LTVCQ,501921100,P,01,LU,25507,21073,19620228,19930628
006531,LTV CORP,LTVCQ,501921100,C,00X,LU,25507,21073,19600923,19620227
006531,LTV CORP,LTVCQ,501921100,C,00X,LU,25507,21073,19590101,19600713
006547,SPIRE INC,SR,84857L101,P,01,LC,12781,21080,19620131,E
006547,SPIRE INC,SR,84857L101,C,00X,LC,12781,21080,19501001,19620130
006557,LAIDLAW INTERNATIONAL INC,LI.3,50730R102,P,06,LC,90045,44900,20040210,20070928
006557,LAIDLAW INTERNATIONAL INC,LI.3,50730R102,C,03,LU,76512,6503,19831230,20001221
006557,LAIDLAW INTERNATIONAL INC,LI.3,50730R102,J,02,LU,12046,6503,19831230,19970731
006565,LAM RESEARCH CORP,LRCX,512807108,P,01,LU,48486,7013,19840504,E
006635,LEASEWAY TRANSPORTATION CORP,LSWY,522075100,C,01,LC,80251,12825,19940207,19950425
006635,LEASEWAY TRANSPORTATION CORP,LSWY,522075100,C,01,LC,43318,24674,19660601,19870625
006648,LEESONA CORP,LSO.,524462108,P,01,LU,28003,23510,19620131,19800229
006649,LEGGETT & PLATT INC,LEG,524660107,P,01,LU,60943,2636,19721214,E
006651,LEHIGH PORTLAND CEMENT CO,LPT.,524858107,P,01,LU,16731,22713,19620131,19771031
006651,LEHIGH PORTLAND CEMENT CO,LPT.,524858107,C,00X,LU,16731,22713,19500101,19620130
006653,LEGG MASON INC,LM,524901105,P,01,LU,65330,21092,19830801,E
006669,LENNAR CORP,LEN,526057104,J,03,LC,89731,21095,20030415,E
006669,LENNAR CORP,LEN,526057104,P,01,LC,52708,21095,19710623,E
006682,LEUCADIA NATIONAL CORP,LUK,527288104,P,01,LC,20415,21097,19620131,E
006682,LEUCADIA NATIONAL CORP,LUK,527288104,C,00X,LC,20415,21097,19500101,19620130
006701,AEROQUIP-VICKERS INC,ANV.1,007869100,P,01,LU,18147,21784,19620131,19990430
006701,AEROQUIP-VICKERS INC,ANV.1,007869100,C,00X,LU,18147,21784,19500101,19620130
006702,LIBBY MCNEILL & LIBBY,LJ.1,530013101,P,01,LU,19756,22947,19620131,19760331
006702,LIBBY MCNEILL & LIBBY,LJ.1,530013101,C,00X,LU,19756,22947,19490701,19620130
006726,LIGGETT GROUP INC-OLD,2788A,532202009,P,01,LU,12837,22386,19620131,19800807
006726,LIGGETT GROUP INC-OLD,2788A,532202009,C,00X,LU,12837,22386,19500101,19620130
006730,LILLY (ELI) & CO,LLY,532457108,P,01,LU,50876,21102,19700709,E
006733,L BRANDS INC,LB,501797104,C,01,LC,64282,2664,19730209,E
006734,LIN BROADCASTING,LINB,532763109,P,01,LU,49606,2665,19721214,19951031
